CustomerID,CustomerName,Age,Gender,AnnualIncome_INR,IncomeCurrency,SpendingScore_1_100,MembershipTier,JoinDate,LastPurchaseDate,VisitFrequency,AvgBasketValue_INR,TotalPurchases,OnlinePurchases,StorePurchases,PreferredCategory,City,Country,EmailProvider,DeviceType,PaymentMethod,LoyaltyPoints,SatisfactionRating_1_5,CouponUsed,ChurnNextMonth
CUST100011,Sai Sinha,34,Female,837540.0,INR,67,Basic,2024-11-26,2026-05-10,Monthly,283.96,8,1,7,Kids,Bengaluru,India,company.com,iOS,Wallet,412.0,4,No,False
CUST100012,Ananya Joshi,34,Male,570610.0,INR,38,Basic,2024-11-25,2024-12-15,Daily,970.5,12,0,12,Kids,Jaipur,India,gmail.com,iOS,Credit Card,1497.0,3,Yes,False
CUST100013,Reyansh Rao,33,Female,609387.0,INR,74,Gold,2021-02-09,2023-03-18,Daily,1272.03,6,4,2,Fashion,Hyderabad,India,gmail.com,iOS,Credit Card,852.0,1,No,False
CUST100014,Kiara Kapoor,28,Male,90645178.5,USD,48,Platinum,2023-01-29,2023-04-09,Monthly,1276.17,19,16,3,Books,Bengaluru,India,company.com,Android,Debit Card,679.0,4,No,False
CUST100015,Saanvi Verma,55,Other,444057.0,INR,62,Silver,2022-01-27,2022-04-24,Weekly,2088.18,7,6,1,Home Decor,Chennai,India,yahoo.com,Android,UPI,1001.0,3,No,False
CUST100016,Aadhya Khan,25,Female,213481.0,INR,23,Silver,2022-09-12,2022-09-26,Monthly,1194.35,16,15,1,Fashion,Mumbai,India,gmail.com,Desktop,Debit Card,613.0,1,No,False
CUST100017,Vivaan Iyer,39,Male,1225084.0,INR,54,Basic,2024-04-20,2025-07-03,Monthly,3803.1,5,2,3,Home Decor,Bengaluru,India,gmail.com,Android,Debit Card,840.0,2,No,False
CUST100018,Saanvi Rao,31,Female,736970.0,INR,32,Basic,2021-06-14,2023-02-16,Weekly,1802.16,6,2,4,Fashion,Bengaluru,India,gmail.com,Desktop,Credit Card,1472.0,3,Yes,False
CUST100019,Sara Patel,27,Other,1254616.0,INR,100,Gold,2023-11-28,2024-12-02,Monthly,1709.26,7,1,6,Electronics,Ahmedabad,India,gmail.com,iOS,Credit Card,1511.0,5,Yes,False
CUST100020,Aadhya Khan,34,Male,619742.0,INR,25,Basic,2022-07-02,2024-10-19,Monthly,682.0,3,0,3,Beauty,Delhi,India,company.com,Desktop,Credit Card,570.0,3,No,True
CUST100021,Amit Patel,30,Female,653437.0,INR,55,Gold,2023-03-26,2025-01-19,Monthly,806.78,38,16,22,Grocery,Mumbai,India,gmail.com,Desktop,UPI,848.0,1,Yes,False
CUST100022,Reyansh Joshi,28,Male,877245.0,INR,94,Basic,2023-07-31,2024-04-17,Weekly,695.0,17,4,13,Home Decor,Kolkata,India,rediffmail.com,iOS,UPI,1826.0,4,No,False
CUST100023,Saanvi Mehta,49,Other,911335.0,INR,35,Basic,2024-09-12,2025-01-30,Weekly,4085.16,4,0,4,Books,Hyderabad,India,outlook.com,Android,Credit Card,1355.0,4,No,False
CUST100024,Vihaan Iyer,39,Female,343253.0,INR,70,Platinum,2021-02-21,2022-11-17,Monthly,932.47,25,6,19,Kids,Chennai,India,outlook.com,Desktop,Credit Card,1636.0,1,No,False
CUST100025,Ananya Singh,44,Female,220648.0,INR,59,Silver,2021-09-08,2024-08-20,Daily,824.44,1,0,1,Electronics,Pune,India,yahoo.com,Android,Debit Card,1539.0,5,No,False
CUST100026,Kiara Singh,53,Female,531448.0,INR,53,Basic,2023-10-29,2024-06-11,Monthly,1834.74,24,11,13,Books,Lucknow,India,gmail.com,Android,Credit Card,406.0,4,No,True
CUST100027,Vivaan Kapoor,43,Other,1613314.0,INR,29,Gold,2025-02-03,2025-05-11,Monthly,3627.07,10,2,8,Beauty,Bengaluru,India,gmail.com,Desktop,Credit Card,222.0,1,Yes,False
CUST100028,Amit Chopra,41,Female,40540586.0,USD,29,Basic,2024-11-21,2025-08-21,Rarely,2711.87,14,12,2,Books,Ahmedabad,India,outlook.com,Android,Credit Card,2015.0,4,Yes,False
CUST100029,Aditya Joshi,25,Female,374892.0,INR,40,Platinum,2022-03-28,2023-05-06,Monthly,1850.87,3,1,2,Gaming,Ahmedabad,India,rediffmail.com,iOS,Credit Card,1751.0,3,No,False
CUST100030,Reyansh Gupta,43,Male,1368516.0,INR,63,Gold,2022-09-28,2024-10-30,Monthly,1894.23,34,8,26,Sports,Mumbai,India,gmail.com,Desktop,Debit Card,1065.0,2,Yes,False
CUST100031,Rahul Gupta,38,Other,558960.0,INR,26,Basic,2023-11-05,2024-12-02,Rarely,5901.35,0,0,0,Gaming,Pune,India,gmail.com,Desktop,Credit Card,2308.0,4,No,True
CUST100032,Diya Sharma,48,Other,515028.0,INR,42,Basic,2021-10-17,2022-10-10,Monthly,1076.75,34,32,2,Food Court,Lucknow,India,yahoo.com,iOS,Credit Card,1523.0,5,Yes,False
CUST100033,Pooja Joshi,43,Male,72474159.0,USD,59,Platinum,2023-01-17,2024-12-09,Monthly,2423.89,3,2,1,Electronics,Jaipur,India,company.com,Desktop,Credit Card,136.0,2,No,False
CUST100034,Pooja Sinha,53,Male,1033209.0,INR,48,Gold,2023-03-23,2024-08-18,Monthly,1850.87,2,0,2,Kids,Jaipur,India,hotmail.com,iOS,Credit Card,2596.0,2,No,True
CUST100035,Aditya Verma,28,Female,1677274.0,INR,57,Gold,2022-01-19,2023-11-30,Rarely,1158.01,13,3,10,Books,Lucknow,India,gmail.com,Desktop,Debit Card,0.0,1,Yes,False
CUST100036,Myra Khan,34,Female,104947643.0,USD,58,Basic,2022-09-28,2024-03-08,Monthly,3717.51,6,0,6,Home Decor,Ahmedabad,India,yahoo.com,Desktop,Debit Card,490.0,3,Yes,False
CUST100037,Arjun Rao,29,Female,542522.0,INR,71,Basic,2024-08-02,2024-09-29,Monthly,2338.02,10,4,6,Kids,Bengaluru,India,gmail.com,Android,Credit Card,1310.0,4,Yes,False
CUST100038,Diya Chopra,23,Male,788894.0,INR,60,Platinum,2021-06-01,2022-09-06,Monthly,1151.93,5,2,3,Books,Ahmedabad,India,outlook.com,iOS,Credit Card,198.0,3,Yes,False
CUST100039,Ira Patel,34,Female,560830.0,INR,48,Basic,2023-10-27,2026-04-03,Weekly,2673.45,37,28,9,Gaming,Ahmedabad,India,gmail.com,iOS,UPI,1738.0,3,Yes,False
CUST100040,Arjun Verma,59,Male,1198552.0,INR,38,Gold,2024-11-03,2025-12-23,Rarely,1608.71,17,4,13,Sports,Pune,India,gmail.com,iOS,Credit Card,615.0,3,No,False
CUST100041,Diya Reddy,43,Male,736970.0,INR,7,Silver,2023-03-17,2024-08-15,Monthly,1793.32,99,46,53,Fashion,Mumbai,India,gmail.com,iOS,Debit Card,1595.0,1,No,False
CUST100042,Aarav Verma,24,Female,708383.0,INR,37,Platinum,2021-11-02,2023-07-15,Monthly,4061.04,0,0,0,Grocery,Chennai,India,hotmail.com,Android,Debit Card,804.0,5,Yes,False
CUST100043,Ira Verma,35,Female,970171.0,INR,33,Silver,2024-11-15,2025-06-11,Monthly,1357.03,22,4,18,Food Court,Lucknow,India,hotmail.com,iOS,Wallet,643.0,4,No,False
CUST100044,Arjun Kumar,32,Male,498636.0,INR,59,Basic,2022-12-08,2025-02-06,Monthly,4173.67,3,1,2,Kids,Ahmedabad,India,gmail.com,iOS,Credit Card,701.0,5,No,False
CUST100045,Amit Das,47,Male,1286421.0,INR,55,Silver,2022-08-08,2024-05-30,Rarely,2856.94,37,17,20,Books,Mumbai,India,gmail.com,Android,Debit Card,1361.0,2,No,True
CUST100046,Pooja Mehta,32,Female,626150.0,INR,67,Basic,2025-03-31,2025-07-07,Rarely,4277.44,5,0,5,Books,Jaipur,India,yahoo.com,Android,Wallet,1200.0,2,No,False
CUST100047,Sai Khan,28,Male,104734968.5,USD,25,Gold,2023-05-02,2025-04-19,Monthly,4040.04,57,26,31,Sports,Pune,India,gmail.com,Android,Debit Card,1957.0,2,No,False
CUST100048,Aditya Kapoor,39,Male,770090.0,INR,71,Gold,2021-05-11,2022-11-16,Rarely,737.29,0,0,0,Beauty,Hyderabad,India,gmail.com,iOS,Debit Card,1267.0,4,Yes,False
CUST100049,Saanvi Das,28,Male,622037.0,INR,65,Basic,2025-04-18,2025-04-26,Daily,3573.06,36,28,8,Books,Jaipur,India,gmail.com,Android,Credit Card,449.0,4,Yes,True
CUST100050,Ayaan Mehta,39,Male,799921.0,INR,100,Gold,2022-09-07,2023-09-27,Weekly,2758.34,20,15,5,Fashion,Lucknow,India,rediffmail.com,Android,Credit Card,931.0,4,Yes,False
CUST100051,Reyansh Verma,35,Female,1127917.0,INR,69,Basic,2022-05-12,2024-04-23,Monthly,6558.55,3,0,3,Grocery,Jaipur,India,rediffmail.com,iOS,Debit Card,440.0,3,No,False
CUST100052,Rahul Iyer,32,Male,1218257.0,INR,48,Silver,2022-12-23,2023-06-14,Monthly,1490.61,32,29,3,Grocery,Lucknow,India,company.com,Android,UPI,740.0,1,Yes,True
CUST100053,Myra Joshi,47,Male,1516458.0,INR,57,Silver,2022-06-01,2024-09-12,Daily,749.19,2,0,2,Beauty,Kolkata,India,gmail.com,Android,Cash,469.0,1,No,False
CUST100054,Pooja Joshi,34,Female,634430.0,INR,97,Silver,2024-03-06,2025-04-08,Monthly,995.52,14,0,14,Sports,Lucknow,India,gmail.com,Desktop,Credit Card,572.0,4,No,False
CUST100055,Aarav Das,47,Male,1732339.0,INR,70,Gold,2021-08-07,2021-11-08,Rarely,2826.5,3,2,1,Food Court,Kolkata,India,outlook.com,Desktop,Wallet,1025.0,1,No,False
CUST100056,Neha Nair,37,Female,421276.0,INR,59,Platinum,2021-08-08,2021-12-24,Monthly,2091.37,52,36,16,Sports,Bengaluru,India,gmail.com,Desktop,UPI,597.0,5,No,False
CUST100057,Rahul Patel,40,Female,167813.0,INR,54,Gold,2022-09-13,2023-05-18,Rarely,2331.08,2,0,2,Gaming,Lucknow,India,yahoo.com,Android,Credit Card,93.0,4,No,False
CUST100058,Ananya Patel,28,Female,774459.0,INR,37,Gold,2021-08-03,2022-06-01,Daily,1850.87,20,13,7,Electronics,Jaipur,India,outlook.com,Android,Debit Card,1715.0,3,No,False
CUST100059,Kiara Joshi,35,Female,283960.0,INR,77,Gold,2021-01-10,2023-01-01,Rarely,1606.49,0,0,0,Gaming,Ahmedabad,India,gmail.com,iOS,Debit Card,710.0,2,No,False
CUST100060,Sara Rao,36,Female,245046.0,INR,44,Basic,2021-10-15,2022-04-24,Rarely,1850.87,8,1,7,Home Decor,Bengaluru,India,company.com,Android,Credit Card,1373.0,5,Yes,False
CUST100061,Kiara Singh,37,Male,320154.0,INR,14,Basic,2021-03-08,2022-06-11,Daily,2852.71,23,12,11,Kids,Pune,India,outlook.com,Desktop,Wallet,718.0,5,Yes,False
CUST100062,Aditya Kapoor,34,Female,23943040.5,USD,57,Basic,2021-06-04,2023-03-14,Monthly,2341.94,12,6,6,Home Decor,Jaipur,India,outlook.com,Android,UPI,226.0,1,No,False
CUST100063,Aditya Singh,49,Female,622302.0,INR,77,Basic,2021-09-28,2023-07-25,Rarely,1850.87,11,0,11,Fashion,Hyderabad,India,yahoo.com,Android,Credit Card,943.0,4,No,False
CUST100064,Meera Joshi,36,Female,12357666.0,USD,60,Gold,2024-06-03,2026-03-30,Monthly,504.71,2,1,1,Fashion,Bengaluru,India,gmail.com,iOS,Cash,124.0,1,Yes,False
CUST100065,Kiara Singh,34,Other,646475.0,INR,62,Gold,2024-10-30,2025-04-24,Rarely,2067.69,15,8,7,Electronics,Kolkata,India,yahoo.com,iOS,Credit Card,1273.0,5,No,False
CUST100066,Neha Patel,22,Male,255292.0,INR,38,Gold,2022-12-12,2024-05-30,Weekly,2454.3,3,0,3,Electronics,Hyderabad,India,yahoo.com,iOS,Cash,377.0,4,No,True
CUST100067,Aditya Kapoor,34,Female,570812.0,INR,79,Basic,2025-01-15,2025-12-08,Weekly,1123.31,36,19,17,Gaming,Hyderabad,India,company.com,Android,Credit Card,2133.0,1,Yes,False
CUST100068,Vihaan Chopra,18,Female,723894.0,INR,74,Platinum,2022-05-03,2023-07-06,Rarely,608.97,25,9,16,Beauty,Hyderabad,India,gmail.com,Desktop,Credit Card,1235.0,3,No,False
CUST100069,Vivaan Das,26,Other,865268.0,INR,59,Silver,2022-03-02,2023-06-07,Weekly,6651.08,9,3,6,Kids,Chennai,India,yahoo.com,Desktop,Credit Card,1810.0,3,Yes,False
CUST100070,Reyansh Gupta,47,Female,33747109.5,USD,63,Platinum,2021-09-21,2021-12-24,Rarely,1850.87,14,13,1,Home Decor,Mumbai,India,company.com,Android,Credit Card,1095.0,4,Yes,True
CUST100071,Ira Reddy,21,Male,736970.0,INR,24,Basic,2022-10-21,2023-11-22,Monthly,1134.03,23,10,13,Books,Delhi,India,gmail.com,Desktop,UPI,2955.0,5,No,False
CUST100072,Aditya Verma,33,Female,745713.0,INR,100,Platinum,2023-09-06,2023-09-06,Weekly,2057.0,13,3,10,Books,Lucknow,India,rediffmail.com,Android,UPI,1098.0,3,No,False
CUST100073,Krishna Kumar,35,Female,719636.0,INR,39,Platinum,2024-06-06,2025-01-18,Monthly,9546.39,19,2,17,Electronics,Lucknow,India,gmail.com,Android,Credit Card,718.0,3,No,False
CUST100074,Amit Kapoor,36,Other,1024852.0,INR,93,Silver,2024-01-26,2024-04-30,Weekly,989.95,5,1,4,Gaming,Lucknow,India,gmail.com,Android,Credit Card,1761.0,2,Yes,False
CUST100075,Priya Verma,29,Female,25275700.5,USD,56,Basic,2022-06-27,2022-09-28,Weekly,1261.32,12,1,11,Beauty,Lucknow,India,company.com,Android,Debit Card,857.0,3,No,False
CUST100076,Aadhya Sharma,31,Other,663077.0,INR,41,Basic,2021-03-29,2022-06-05,Monthly,1137.23,2,1,1,Beauty,Hyderabad,India,yahoo.com,iOS,Credit Card,387.0,3,Yes,False
CUST100077,Aadhya Nair,34,Female,76349143.5,USD,43,Basic,2025-03-08,2025-11-06,Daily,1354.48,4,1,3,Grocery,Chennai,India,gmail.com,Android,Credit Card,1286.0,4,No,False
CUST100078,Sai Nair,24,Male,420783.0,INR,50,Basic,2023-09-29,2025-05-29,Weekly,2448.05,30,15,15,Beauty,Lucknow,India,company.com,Desktop,Debit Card,700.0,1,Yes,True
CUST100079,Arjun Chopra,34,Female,1296777.0,INR,21,Basic,2024-10-18,2026-04-04,Monthly,989.51,41,34,7,Electronics,Pune,India,company.com,iOS,Wallet,1525.0,5,Yes,False
CUST100080,Ayaan Das,27,Female,1023442.0,INR,42,Gold,2024-09-08,2026-04-02,Rarely,1913.0,11,10,1,Fashion,Hyderabad,India,yahoo.com,Android,Cash,346.0,3,No,False
CUST100081,Aarav Khan,22,Female,981429.0,INR,50,Basic,2023-07-15,2024-04-20,Rarely,1850.87,8,6,2,Food Court,Kolkata,India,gmail.com,Desktop,Credit Card,1200.0,4,No,False
CUST100082,Kiara Reddy,39,Other,1414744.0,INR,31,Gold,2025-07-21,2025-07-21,Monthly,1440.01,21,2,19,Fashion,Mumbai,India,yahoo.com,Android,Wallet,1095.0,1,Yes,True
CUST100083,Ayaan Sharma,28,Female,801895.0,INR,85,Gold,2022-08-02,2022-11-26,Rarely,1871.57,1,1,0,Electronics,Hyderabad,India,yahoo.com,iOS,Cash,0.0,1,No,False
CUST100084,Arjun Reddy,26,Female,626112.0,INR,72,Platinum,2023-01-03,2024-03-26,Rarely,2319.08,28,9,19,Sports,Pune,India,rediffmail.com,Desktop,UPI,1332.0,4,Yes,False
CUST100085,Ananya Iyer,21,Female,1249913.0,INR,57,Silver,2024-12-05,2025-03-12,Weekly,1163.61,19,0,19,Beauty,Mumbai,India,company.com,Android,Debit Card,1939.0,3,No,False
CUST100086,Pooja Iyer,34,Female,317729.0,INR,73,Silver,2024-02-26,2024-09-24,Monthly,9008.45,13,0,13,Fashion,Chennai,India,outlook.com,Desktop,Credit Card,1602.0,3,No,False
CUST100087,Myra Mishra,34,Other,539991.0,INR,45,Basic,2024-09-10,2026-05-06,Rarely,3404.22,1,0,1,Home Decor,Bengaluru,India,rediffmail.com,Android,Wallet,1158.0,2,No,False
CUST100088,Aarav Joshi,28,Female,760152.0,INR,49,Silver,2022-10-23,2024-10-19,Weekly,1829.74,20,19,1,Electronics,Chennai,India,outlook.com,Android,Wallet,1778.0,4,No,False
CUST100089,Aadhya Gupta,34,Male,701204.0,INR,45,Platinum,2025-06-03,2026-05-19,Daily,4409.5,27,8,19,Fashion,Chennai,India,gmail.com,Android,Wallet,1226.0,3,No,False
CUST100090,Ira Sharma,20,Female,1772626.0,INR,25,Basic,2023-12-03,2024-02-10,Monthly,3847.57,6,4,2,Gaming,Pune,India,gmail.com,Desktop,Credit Card,313.0,2,No,False
CUST100091,Aadhya Khan,47,Male,1099328.0,INR,59,Silver,2021-07-16,2022-01-03,Daily,1399.12,12,3,9,Fashion,Pune,India,rediffmail.com,Android,Credit Card,267.0,4,Yes,True
CUST100092,Priya Verma,34,Male,736970.0,INR,56,Silver,2024-05-27,2024-08-23,Rarely,761.06,20,1,19,Grocery,Bengaluru,India,gmail.com,iOS,Wallet,337.0,5,Yes,False
CUST100093,Priya Das,39,Female,956877.0,INR,100,Basic,2022-08-19,2024-07-06,Daily,1611.42,16,4,12,Beauty,Chennai,India,hotmail.com,Android,Credit Card,1585.0,5,No,False
CUST100094,Ira Kapoor,37,Male,1262377.0,INR,45,Platinum,2024-01-09,2024-07-28,Rarely,3078.55,3,1,2,Gaming,Chennai,India,gmail.com,Android,Credit Card,1973.0,2,No,False
CUST100095,Rahul Mehta,45,Other,739490.0,INR,22,Basic,2023-01-05,2023-02-15,Monthly,3239.72,10,1,9,Beauty,Delhi,India,gmail.com,Desktop,Cash,1336.0,4,No,False
CUST100096,Meera Gupta,31,Male,634625.0,INR,42,Silver,2023-01-12,2024-09-19,Rarely,1140.3,3,0,3,Electronics,Chennai,India,rediffmail.com,Android,Wallet,1195.0,4,Yes,False
CUST100097,Saanvi Kumar,56,Other,736970.0,INR,52,Platinum,2023-07-18,2025-03-19,Rarely,462.09,3,1,2,Grocery,Lucknow,India,gmail.com,Desktop,UPI,1807.0,5,Yes,False
CUST100098,Neha Khan,41,Female,178737.0,INR,33,Platinum,2025-04-18,2025-04-18,Weekly,1582.79,23,18,5,Home Decor,Kolkata,India,gmail.com,Desktop,Cash,1788.0,1,Yes,False
CUST100099,Aditya Mehta,40,Female,171328.0,INR,80,Basic,2025-03-12,2025-07-07,Weekly,6878.25,26,10,16,Beauty,Ahmedabad,India,gmail.com,Desktop,Debit Card,1605.0,1,Yes,False
CUST100100,Krishna Iyer,34,Female,789104.0,INR,57,Basic,2023-03-30,2024-03-25,Weekly,863.82,4,0,4,Home Decor,Jaipur,India,yahoo.com,Android,Credit Card,1354.0,5,No,False
CUST100101,Aditya Joshi,43,Male,818972.0,INR,2,Gold,2023-08-02,2025-03-24,Daily,5389.38,14,10,4,Sports,Bengaluru,India,gmail.com,Desktop,Cash,1200.0,4,No,False
CUST100102,Arjun Reddy,30,Female,84558362.5,USD,55,Basic,2024-06-11,2024-06-17,Weekly,3524.97,2,0,2,Books,Delhi,India,yahoo.com,Android,Debit Card,2102.0,5,No,True
CUST100103,Amit Singh,30,Male,252596.0,INR,61,Platinum,2022-03-08,2023-05-11,Daily,1275.86,5,1,4,Kids,Delhi,India,gmail.com,Android,UPI,1475.0,3,No,False
CUST100106,Aarav Sinha,29,Other,57226808.5,USD,26,Silver,2022-09-27,2023-09-17,Weekly,1850.87,11,7,4,Gaming,Pune,India,gmail.com,Android,Credit Card,987.0,2,No,False
CUST100107,Sai Kumar,43,Male,549820.0,INR,85,Basic,2025-07-15,2025-11-29,Weekly,612.69,9,2,7,Electronics,Delhi,India,gmail.com,Desktop,Wallet,1249.0,4,No,False
CUST100108,Myra Das,36,Female,551526.0,INR,85,Silver,2022-05-28,2024-09-10,Weekly,1926.47,0,0,0,Fashion,Chennai,India,gmail.com,Android,UPI,0.0,1,No,False
CUST100109,Aadhya Nair,41,Female,50957461.5,USD,52,Gold,2024-05-06,2024-10-11,Weekly,3606.99,15,5,10,Grocery,Delhi,India,gmail.com,Android,Debit Card,1286.0,3,No,False
CUST100110,Priya Sinha,28,Other,475337.0,INR,19,Basic,2023-01-22,2024-04-30,Monthly,1259.74,4,1,3,Books,Chennai,India,yahoo.com,Android,Debit Card,450.0,5,No,True
CUST100112,Myra Kapoor,34,Female,1176536.0,INR,48,Gold,2023-12-30,2025-09-04,Rarely,1832.02,2,0,2,Beauty,Bengaluru,India,gmail.com,Android,Debit Card,544.0,3,No,False
CUST100113,Rahul Das,41,Female,302652.0,INR,53,Basic,2021-11-16,2022-04-06,Daily,684.16,31,28,3,Books,Pune,India,yahoo.com,Android,UPI,1306.0,3,No,False
CUST100114,Riya Kapoor,27,Male,44788732.0,USD,70,Basic,2023-06-04,2024-03-26,Monthly,2002.1,5,0,5,Kids,Hyderabad,India,gmail.com,Desktop,UPI,1820.0,4,Yes,False
CUST100115,Aadhya Sinha,28,Male,526505.0,INR,34,Silver,2021-04-02,2023-07-18,Daily,1649.94,0,0,0,Home Decor,Bengaluru,India,gmail.com,Desktop,Credit Card,1200.0,2,No,False
CUST100116,Vivaan Iyer,19,Male,247217.0,INR,85,Gold,2022-08-23,2025-01-27,Monthly,1471.36,0,0,0,Grocery,Hyderabad,India,gmail.com,Android,Credit Card,1510.0,5,No,True
CUST100117,Neha Chopra,50,Male,58327839.5,USD,23,Platinum,2024-10-20,2025-06-09,Rarely,3336.53,39,26,13,Electronics,Pune,India,gmail.com,iOS,Debit Card,338.0,2,Yes,False
CUST100118,Myra Sinha,25,Male,736970.0,INR,97,Basic,2025-04-11,2026-02-18,Rarely,967.72,48,13,35,Grocery,Hyderabad,India,hotmail.com,Android,Credit Card,643.0,5,No,False
CUST100119,Ishaan Rao,42,Female,736970.0,INR,36,Silver,2025-03-01,2025-12-18,Rarely,2873.21,10,0,10,Gaming,Ahmedabad,India,outlook.com,Android,Debit Card,467.0,1,Yes,False
CUST100120,Meera Singh,29,Female,805102.0,INR,41,Platinum,2024-12-28,2025-06-13,Rarely,945.24,16,11,5,Home Decor,Mumbai,India,outlook.com,iOS,Debit Card,1323.0,4,Yes,True
CUST100122,Kiara Sinha,38,Male,2270932.0,INR,77,Basic,2024-11-26,2025-06-28,Weekly,1936.75,2,1,1,Gaming,Kolkata,India,hotmail.com,Android,Credit Card,1490.0,3,No,False
CUST100123,Riya Singh,33,Male,782766.0,INR,40,Silver,2022-09-23,2023-07-27,Rarely,471.7,7,5,2,Beauty,Bengaluru,India,gmail.com,Android,Credit Card,1855.0,3,Yes,True
CUST100124,Saanvi Singh,28,Female,115251459.5,USD,18,Silver,2021-06-27,2022-11-17,Weekly,2607.51,25,17,8,Fashion,Chennai,India,gmail.com,Android,Credit Card,468.0,1,Yes,False
CUST100125,Ira Khan,32,Female,157196.0,INR,61,Silver,2022-03-06,2023-01-28,Rarely,2081.03,25,19,6,Home Decor,Hyderabad,India,gmail.com,Desktop,UPI,2004.0,1,No,False
CUST100126,Kiara Mehta,30,Male,48128982.5,USD,41,Platinum,2025-08-02,2025-11-11,Weekly,2237.7,18,11,7,Books,Bengaluru,India,yahoo.com,Android,Credit Card,0.0,4,No,False
CUST100127,Amit Sinha,31,Female,750074.0,INR,74,Basic,2023-04-01,2024-11-25,Rarely,4027.05,21,2,19,Sports,Mumbai,India,yahoo.com,iOS,Credit Card,657.0,4,Yes,False
CUST100129,Sai Mishra,34,Female,518410.0,INR,40,Basic,2023-06-14,2023-10-31,Rarely,3134.91,36,4,32,Kids,Delhi,India,gmail.com,Android,UPI,377.0,4,No,False
CUST100131,Ananya Patel,65,Male,1412016.0,INR,76,Platinum,2022-07-18,2024-12-12,Monthly,784.61,1,0,1,Beauty,Lucknow,India,company.com,Desktop,Cash,1296.0,3,No,False
CUST100132,Rahul Mehta,34,Female,1125441.0,INR,65,Gold,2023-08-30,2024-05-24,Monthly,1064.45,6,4,2,Sports,Hyderabad,India,gmail.com,Desktop,Debit Card,1769.0,3,Yes,True
CUST100134,Sara Joshi,34,Female,736970.0,INR,76,Gold,2023-07-03,2023-07-22,Monthly,2034.56,9,6,3,Sports,Ahmedabad,India,gmail.com,Desktop,Wallet,1200.0,5,No,False
CUST100135,Vivaan Khan,19,Male,251334.0,INR,87,Silver,2021-08-07,2023-05-14,Daily,1177.6,5,1,4,Kids,Bengaluru,India,hotmail.com,iOS,UPI,1447.0,1,No,False
CUST100136,Ananya Nair,18,Male,466720.0,INR,51,Platinum,2024-06-05,2024-11-26,Monthly,2843.23,3,0,3,Electronics,Hyderabad,India,gmail.com,Android,Debit Card,872.0,4,No,False
CUST100137,Kiara Patel,47,Female,793857.0,INR,83,Silver,2024-08-27,2026-04-26,Weekly,1144.46,37,3,34,Food Court,Hyderabad,India,gmail.com,Android,Credit Card,1227.0,4,Yes,False
CUST100138,Ayaan Rao,40,Female,500365.0,INR,32,Platinum,2022-03-06,2023-05-25,Rarely,730.01,10,1,9,Books,Delhi,India,hotmail.com,iOS,Cash,0.0,1,No,False
CUST100139,Sai Kapoor,37,Female,707596.0,INR,49,Platinum,2025-01-14,2025-07-31,Monthly,1521.84,4,2,2,Food Court,Kolkata,India,gmail.com,Desktop,Cash,1229.0,2,Yes,False
