CustomerID,CustomerName,Age,Gender,AnnualIncome_INR,IncomeCurrency,SpendingScore_1_100,MembershipTier,JoinDate,LastPurchaseDate,VisitFrequency,AvgBasketValue_INR,TotalPurchases,OnlinePurchases,StorePurchases,PreferredCategory,City,Country,EmailProvider,DeviceType,PaymentMethod,LoyaltyPoints,SatisfactionRating_1_5,CouponUsed,ChurnNextMonth
CUST100062,Aditya Kapoor,13,Female,286743.0,USD,57,Basic,2021-06-04,2023-03-14,Monthly,2341.94,12,6,6,Home Decor,Jaipur,India,outlook.com,Mobile,UPI,226.0,1,No,False
CUST100063,Aditya Singh,49,Female,622302.0,INR,77,Basic,2021-09-28,2023-07-25,Rarely,5899.62625,10,0,11,Fashion,Hyderabad,India,yahoo.com,Android,Credit Card,943.0,4,No,False
CUST100064,Meera Joshi,36,Female,147996.0,USD,60,Gold,2024-03-06,2026-03-30,Monthly,504.71,2,1,1,Fashion,Bengaluru,India,gmail.com,iOS,Cash,124.0,1,Yes,False
CUST100065,Kiara Singh,33,Other,646475.0,INR,62,Gold,2024-10-30,2025-04-24,Rarely,2067.69,16,8,7,Electronics,Kolkata,India,yahoo.com,iOS,Credit Card,1273.0,5,Yes,False
CUST100066,Neha Patel,22,Male,255292.0,INR,38,Gold,2022-12-12,2024-05-30,Weekly,2454.3,3,0,3,Electronics,Hyderabad,India,yahoo.com,iOS,Cash,377.0,4,No,True
CUST100067,Aditya Kapoor,34,Female,570812.0,INR,79,Basic,2025-01-15,2025-12-08,Weekly,1123.31,35,19,17,Gaming,Hyderabad,India,company.com,Android,UPI,2133.0,1,Yes,False
CUST100068,Vihaan Chopra,18,Male,723894.0,INR,74,Platinum,2022-05-03,2023-07-06,Rarely,608.97,25,9,16,Beauty,Hyderabad,India,gmail.com,Web,Credit Card,1235.0,3,No,False
CUST100069,Vivaan Das,26,Other,865268.0,INR,59,Silver,2022-03-02,2023-06-07,Weekly,5899.62625,10,3,6,Kids,Chennai,India,yahoo.com,Web,Credit Card,1810.0,3,Yes,False
CUST100070,Reyansh Gupta,47,Female,404157.0,USD,63,Platinum,2021-09-21,2021-12-24,Rarely,5899.62625,15,13,1,Home Decor,Mumbai,India,company.com,Android,Credit Card,1095.0,4,Yes,True
CUST100071,Ira Reddy,21,Male,651168.0,INR,24,Gold,2022-10-21,2023-11-22,Monthly,1134.03,22,10,13,Books,Delhi,India,gmail.com,Web,UPI,2922.125,5,No,False
CUST100072,Aditya Verma,33,Female,745713.0,INR,100,Platinum,2023-09-06,2023-06-09,Weekly,2057.0,12,3,10,Books,Lucknow,India,rediffmail.com,Mobile,UPI,1098.0,3,Yes,False
CUST100073,Krishna Kumar,35,Female,719636.0,INR,39,Platinum,2024-06-06,2025-01-18,Monthly,5899.62625,20,2,17,Electronics,Lucknow,India,gmail.com,iOS,Credit Card,718.0,3,No,False
CUST100074,Amit Kapoor,36,Other,1024852.0,INR,93,Silver,2024-01-26,2024-04-30,Weekly,989.95,6,1,4,Gaming,Lucknow,India,gmail.com,Android,Credit Card,1761.0,2,Yes,False
CUST100075,Priya Verma,29,Female,302703.0,USD,56,Gold,2022-06-27,2022-09-28,Weekly,1261.32,11,1,11,Beauty,Lucknow,India,company.com,Android,Card,857.0,3,No,False
CUST100076,Aadhya Sharma,31,Other,663077.0,INR,41,Gold,2021-03-29,2022-06-05,Monthly,1137.23,2,1,1,Beauty,Hyderabad,India,yahoo.com,iOS,Credit Card,387.0,3,Yes,False
CUST100077,Aadhya Nair,33,Female,914361.0,USD,43,Basic,2025-03-08,2025-11-06,Daily,1354.48,3,1,3,Grocery,Chennai,India,gmail.com,iOS,Credit Card,1286.0,4,No,False
CUST100078,Sai Nair,24,Male,420783.0,INR,50,Basic,2023-09-29,2025-05-29,Weekly,2448.05,31,15,15,Beauty,Lucknow,India,company.com,Web,Debit Card,700.0,1,Yes,True
CUST100079,Arjun Chopra,33,Female,1296777.0,INR,21,Gold,2024-10-18,2026-04-04,Monthly,989.51,40,34,7,Electronics,Pune,India,company.com,iOS,Wallet,1525.0,5,Yes,False
CUST100080,Ayaan Das,27,Female,1023442.0,INR,42,Gold,2024-08-09,2026-04-02,Rarely,1913.0,11,10,1,Fashion,Hyderabad,India,yahoo.com,Mobile,Cash,346.0,3,No,False
CUST100081,Aarav Khan,22,Female,981429.0,INR,50,Basic,2023-07-15,2024-04-20,Rarely,1814.65,7,6,2,Food Court,Kolkata,India,gmail.com,Web,Credit Card,1199.0,4,No,False
CUST100082,Kiara Reddy,39,Other,1414744.0,INR,31,Gold,2025-07-21,2024-10-19,Monthly,1440.01,9999,2,19,Fashion,Mumbai,India,yahoo.com,iOS,Wallet,1095.0,1,Yes,True
CUST100083, Ayaan Sharma ,28,Female,801895.0,INR,85,Gold,2022-08-02,2022-11-26,Rarely,1871.57,2,1,0,Electronics,Hyderabad,India,yahoo.com,iOS,Cash,0.0,1,No,False
CUST100084,Arjun Reddy,26,Female,626112.0,INR,72,Platinum,2023-01-03,2024-03-26,Rarely,2319.08,29,9,19,Sports,Pune,India,rediffmail.com,Web,UPI,1332.0,4,Yes,False
CUST100085,Ananya Iyer,21,Female,1249913.0,INR,57,Silver,2024-12-05,2025-12-03,Weekly,1163.61,19,0,19,Beauty,Mumbai,India,company.com,Mobile,Card,1939.0,3,No,False
CUST100086, Pooja Iyer ,16,Female,317729.0,INR,73,Silver,2024-02-26,2024-09-24,Monthly,5899.62625,14,0,13,Fashion,Chennai,India,outlook.com,Desktop,Credit Card,1602.0,3,No,False
CUST100087,Myra Mishra,33,Other,539991.0,INR,45,Basic,2024-10-09,2026-05-06,Rarely,3404.22,2,0,1,Home Decor,Bengaluru,India,rediffmail.com,iOS,Wallet,1158.0,2,No,False
CUST100088,Aarav Joshi,28,Female,760152.0,INR,49,Silver,2022-10-23,2024-10-19,Weekly,1829.74,20,19,1,Electronics,Chennai,India,outlook.com,Android,Wallet,1778.0,4,Yes,False
CUST100089,Aadhya Gupta,33,Male,701204.0,INR,45,Platinum,2025-06-03,2026-05-19,Daily,4409.5,28,8,19,Fashion,Chennai,India,gmail.com,iOS,Wallet,1226.0,3,No,False
CUST100090,Ira Sharma,20,Female,1622234.125,INR,25,Basic,2023-03-12,2024-02-10,Monthly,3847.57,6,4,2,Gaming,Pune,India,gmail.com,Desktop,Credit Card,313.0,2,Yes,False
CUST100091, Aadhya Khan ,47,Male,1099328.0,INR,59,Silver,2021-07-16,2022-01-03,Daily,1399.12,12,3,9,Fashion,Pune,India,rediffmail.com,Mobile,Credit Card,267.0,4,Yes,True
CUST100092,Priya Verma,13,Male,651168.0,INR,56,Silver,2024-05-27,2024-08-23,Rarely,761.06,21,1,19,Grocery,Bengaluru,India,gmail.com,iOS,Wallet,337.0,5,Yes,False
CUST100093,Priya Das,39,Male,956877.0,INR,100,Gold,2022-08-19,2024-07-06,Daily,1611.42,17,4,12,Beauty,Chennai,India,hotmail.com,Android,Credit Card,1585.0,5,No,False
CUST100094,Ira Kapoor,37,Male,1262377.0,INR,45,Platinum,2024-01-09,2024-07-28,Rarely,3078.55,3,1,2,Gaming,Chennai,India,gmail.com,iOS,Credit Card,1973.0,2,Yes,False
CUST100095,Rahul Mehta,45,Other,739490.0,INR,22,Gold,2023-05-01,2023-02-15,Monthly,3239.72,10,1,9,Beauty,Delhi,India,gmail.com,Desktop,Cash,1336.0,4,No,False
CUST100096,Meera Gupta,31,Male,634625.0,INR,42,Silver,2023-01-12,2024-09-19,Rarely,1140.3,3,0,3,Electronics,Chennai,India,rediffmail.com,Android,Wallet,1195.0,4,Yes,False
CUST100097,Saanvi Kumar,56,Other,651168.0,INR,52,Platinum,2023-07-18,2025-03-19,Rarely,462.09,3,1,2,Grocery,Lucknow,India,gmail.com,Desktop,UPI,1807.0,5,Yes,False
CUST100098,Neha Khan,41,Female,178737.0,INR,33,Platinum,2025-04-18,2024-10-19,Weekly,1582.79,24,18,5,Home Decor,Kolkata,India,gmail.com,Desktop,Cash,1788.0,1,Yes,False
CUST100099,Aditya Mehta,40,Female,171328.0,INR,80,Gold,2025-03-12,2025-07-07,Weekly,5899.62625,26,10,16,Beauty,Ahmedabad,India,gmail.com,Web,Card,1605.0,1,Yes,False
CUST100100,Krishna Iyer,14,Female,789104.0,INR,57,Basic,2023-03-30,2024-03-25,Weekly,863.82,4,0,4,Home Decor,Jaipur,India,yahoo.com,iOS,Credit Card,1354.0,5,No,False
CUST100101,Aditya Joshi,43,Male,818972.0,INR,2,Gold,2023-08-02,2025-03-24,Daily,5389.38,14,10,4,Sports,Bengaluru,India,gmail.com,Web,Cash,2922.125,4,No,False
CUST100102,Arjun Reddy,30,Male,1012675.0,USD,55,Basic,2024-06-11,2024-06-17,Weekly,3524.97,3,0,2,Books,Delhi,India,yahoo.com,iOS,Card,2102.0,5,No,True
CUST100103,Amit Singh,30,Male,252596.0,INR,61,Platinum,2022-03-08,2023-05-11,Daily,1275.86,5,1,4,Kids,Delhi,India,gmail.com,iOS,UPI,1475.0,3,No,False
CUST100106,Aarav Sinha,29,Other,685351.0,USD,26,Silver,2022-09-27,2023-09-17,Weekly,-250.0,10,7,4,Gaming,Pune,India,gmail.com,Android,Credit Card,987.0,2,No,False
CUST100107,Sai Kumar,43,Male,549820.0,INR,85,Basic,2025-07-15,2025-11-29,Weekly,612.69,9,2,7,Electronics,Delhi,India,gmail.com,Desktop,Wallet,1249.0,4,Yes,False
CUST100108,Myra Das,36,Female,551526.0,INR,85,Silver,2022-05-28,2024-09-10,Weekly,1926.47,1,0,0,Fashion,Chennai,India,gmail.com,Android,UPI,0.0,1,No,False
CUST100109, Aadhya Nair ,41,Female,610269.0,USD,52,Gold,2024-05-06,2024-10-11,Weekly,3606.99,15,5,10,Grocery,Delhi,India,gmail.com,iOS,Card,1286.0,3,Yes,False
CUST100110,Priya Sinha,28,Other,475337.0,INR,19,Gold,2023-01-22,2024-04-30,Monthly,1259.74,3,1,3,Books,Chennai,India,yahoo.com,Android,Debit Card,450.0,5,No,True
CUST100112,Myra Kapoor,16,Female,1176536.0,INR,48,Gold,2023-12-30,2025-09-04,Rarely,1832.02,1,0,2,Beauty,Bengaluru,India,gmail.com,iOS,Debit Card,544.0,3,Yes,False
CUST100113, Rahul Das ,41,Male,302652.0,INR,53,Gold,2021-11-16,2022-04-06,Daily,684.16,31,28,3,Books,Pune,India,yahoo.com,Android,UPI,1306.0,3,No,False
CUST100114,Riya Kapoor,27,Male,536392.0,USD,70,Gold,2023-06-04,2024-03-26,Monthly,2002.1,4,0,5,Kids,Hyderabad,India,gmail.com,Desktop,UPI,1820.0,4,Yes,False
CUST100115, Aadhya Sinha ,28,Male,526505.0,INR,34,Silver,2021-02-04,2023-07-18,Daily,1649.94,0,0,0,Home Decor,Bengaluru,India,gmail.com,Desktop,UPI,1199.0,2,No,False
CUST100116,Vivaan Iyer,19,Male,247217.0,INR,85,Gold,2022-08-23,2025-01-27,Monthly,1471.36,0,0,0,Grocery,Hyderabad,India,gmail.com,Android,UPI,1510.0,5,Yes,True
CUST100117,Neha Chopra,50,Male,698537.0,USD,23,Platinum,2024-10-20,2025-09-06,Rarely,3336.53,40,26,13,Electronics,Pune,India,gmail.com,iOS,Debit Card,338.0,2,Yes,False
CUST100118,Myra Sinha,25,Male,651168.0,INR,97,Basic,2025-04-11,2026-02-18,Rarely,967.72,48,13,35,Grocery,Hyderabad,India,hotmail.com,Android,Credit Card,643.0,5,No,False
CUST100119,Ishaan Rao,42,Female,651168.0,INR,36,Silver,2025-03-01,2025-12-18,Rarely,2873.21,9,0,10,Gaming,Ahmedabad,India,outlook.com,Mobile,Card,467.0,1,Yes,False
CUST100120,Meera Singh,29,Female,805102.0,INR,41,Platinum,2024-12-28,2025-06-13,Rarely,945.24,16,11,5,Home Decor,Mumbai,India,outlook.com,iOS,Debit Card,1323.0,4,Yes,True
CUST100004,Aditya Reddy,46,Female,645689.0,INR,56,Platinum,2024-05-16,2026-01-20,Rarely,1617.92,12,2,11,Gaming,Hyderabad,India,gmail.com,Android,Credit Card,2440.0,3,Yes,False
CUST100122,Kiara Sinha,38,Male,1622234.125,INR,77,Basic,2024-11-26,2025-06-28,Weekly,1936.75,2,1,1,Gaming,Kolkata,India,hotmail.com,Android,Credit Card,1490.0,3,No,False
CUST100123,Riya Singh,33,Male,782766.0,INR,40,Silver,2022-09-23,2023-07-27,Rarely,471.7,7,5,2,Beauty,Bengaluru,India,gmail.com,iOS,UPI,1855.0,3,Yes,True
CUST100124,Saanvi Singh,28,Female,1380257.0,USD,18,Silver,2021-06-27,2022-11-17,Weekly,2607.51,25,17,8,Fashion,Chennai,India,gmail.com,Mobile,Credit Card,468.0,1,Yes,False
CUST100125,Ira Khan,32,Female,157196.0,INR,61,Silver,2022-06-03,2023-01-28,Rarely,2081.03,26,19,6,Home Decor,Hyderabad,India,gmail.com,Web,UPI,2004.0,1,Yes,False
CUST100126,Kiara Mehta,30,Male,576395.0,USD,41,Platinum,2025-08-02,2025-11-11,Weekly,2237.7,17,11,7,Books,Bengaluru,India,yahoo.com,Mobile,Credit Card,0.0,4,No,False
CUST100127,Amit Sinha,31,Female,750074.0,INR,74,Basic,2023-04-01,2024-11-25,Rarely,4027.05,22,2,19,Sports,Mumbai,India,yahoo.com,iOS,Credit Card,657.0,4,Yes,False
CUST100129,Sai Mishra,14,Female,518410.0,INR,40,Basic,2023-06-14,2023-10-31,Rarely,3134.91,37,4,32,Kids,Delhi,India,gmail.com,Android,UPI,377.0,4,No,False
CUST100131,Ananya Patel,61,Male,1412016.0,INR,76,Platinum,2022-07-18,2024-12-12,Monthly,784.61,1,0,1,Beauty,Lucknow,India,company.com,Web,Cash,1296.0,3,Yes,False
CUST100132,Rahul Mehta,33,Male,1125441.0,INR,65,Gold,2023-08-30,2024-05-24,Monthly,1064.45,6,4,2,Sports,Hyderabad,India,gmail.com,Web,Debit Card,1769.0,3,Yes,True
CUST100068,Myra Nair,22,Female,651168.0,INR,88,Platinum,2024-08-06,2026-01-09,Weekly,5899.62625,9,2,6,Food Court,Chennai,India,gmail.com,Web,Credit Card,553.0,3,Yes,False
CUST100134,Sara Joshi,33,Female,651168.0,INR,76,Gold,2023-07-03,2023-07-22,Monthly,2034.56,9999,6,3,Sports,Ahmedabad,India,gmail.com,Web,Wallet,1199.0,5,No,False
CUST100135, Vivaan Khan ,19,Male,251334.0,INR,87,Silver,2021-08-07,2023-05-14,Daily,1177.6,6,1,4,Kids,Bengaluru,India,hotmail.com,iOS,UPI,1447.0,1,No,False
CUST100136,Ananya Nair,18,Male,466720.0,INR,51,Platinum,2024-06-05,2024-11-26,Monthly,2843.23,3,0,3,Electronics,Hyderabad,India,gmail.com,iOS,Debit Card,872.0,4,Yes,False
